R_400nm,R_410nm,R_420nm,R_430nm,R_440nm,R_450nm,R_460nm,R_470nm,R_480nm,R_490nm,R_500nm,R_510nm,R_520nm,R_530nm,R_540nm,R_550nm,R_560nm,R_570nm,R_580nm,R_590nm,R_600nm,R_610nm,R_620nm,R_630nm,R_640nm,R_650nm,R_660nm,R_670nm,R_680nm,R_690nm,R_700nm,R_710nm,R_720nm,R_730nm,R_740nm,R_750nm,R_760nm,R_770nm,R_780nm,R_790nm,R_800nm,hemangioma
0.004093425831726292,0.004383899384248184,0.004779469372924492,0.0054955965018983486,0.007429431037477379,0.010551568458505686,0.01409098070561656,0.018441314894832955,0.02271506809521533,0.026904377239510686,0.03122737663929184,0.034751029836300594,0.03284181178639076,0.026294278196725637,0.023498504196465517,0.026885080307135618,0.032903401168275025,0.029340791249250323,0.029579004929781553,0.059237154165047906,0.11419028503254475,0.15777384569953035,0.18192860878558265,0.1996151958034272,0.213572089796077,0.22595490375076577,0.23546077118346348,0.24570516377212573,0.2550674629928425,0.2647920839396815,0.2729900063927181,0.2788240268214973,0.2861859861589654,0.29079055711943597,0.2962392937481754,0.301741820487001,0.30555159735662907,0.30957443798201534,0.3133747241927057,0.31703861594302846,0.3217112697654092,0
0.00367892120682254,0.003850030218962458,0.00411693555664248,0.004544161470551666,0.005335150423187067,0.007001222566869565,0.009009411725689379,0.01148134274808678,0.013922163251061827,0.01626532485453187,0.01823970578750441,0.01987956103367341,0.018115305816925265,0.014759396654891573,0.013222662327130118,0.01459423658552606,0.01707778615460231,0.015803422838499885,0.01631556764812084,0.03010681323430696,0.06773653741580694,0.1125949757717819,0.14305301169860501,0.16529070293029582,0.18118230749241201,0.19444210749675125,0.20479833283821736,0.21518045169919156,0.2250717972950694,0.23756227158072848,0.246636068375238,0.2525705237129359,0.25946862260611325,0.26342407694745984,0.266104758710594,0.2666114159228105,0.26739947836273653,0.270528045680886,0.27515751451188497,0.2776249994975328,0.2805140909993757,1
0.02708750594276261,0.026168513172568464,0.02761552515024247,0.03388296264612229,0.04965471281644258,0.06964408187676453,0.08657621860757098,0.10279432733062832,0.11664139515678826,0.12956643728702513,0.14069835883860096,0.14989754230326918,0.1455256535780017,0.12674381356928513,0.11521394310068407,0.12589415139367,0.1436270829374889,0.13238132093278418,0.13218657860250216,0.2057208835104565,0.2857371601321888,0.3296676702603901,0.35087439033739454,0.36665576102647324,0.3800018775548789,0.39124351784712286,0.40125149818593236,0.410831804848886,0.4189524653542597,0.4272357959578986,0.4353683698338711,0.440477954343075,0.44594722953238836,0.4505306744042247,0.45341969417294203,0.45844593370412995,0.46143461466319735,0.46551151467210233,0.4683648723169413,0.4715828454609925,0.47480676595148635,0
0.013207988230346232,0.01327650531548325,0.013368104225647956,0.013640562335319798,0.015159878026351692,0.019482278680596196,0.024604772034021862,0.03011790356742186,0.0342526056049592,0.037300860435826824,0.03888070578523944,0.039214143262284194,0.03392416881014929,0.026473399644064866,0.023320398917484154,0.024174339057724363,0.026440862576587506,0.024464960650677766,0.02472778994617342,0.041155871641978224,0.09144617944707627,0.16405205356562774,0.21632652239507708,0.25370386506412806,0.2784908606877161,0.29538434500865285,0.3074724846499544,0.3184529714804854,0.33114919488038963,0.3477684988749622,0.36058087107108483,0.36527587012396695,0.3735412968472597,0.37355971859714016,0.3675639384061025,0.3564701094612014,0.3470374915347686,0.34923597749781343,0.35418192716585717,0.3541811857311947,0.3533125363884613,1
0.011807892299043216,0.011495345292251742,0.012192644088702692,0.01478298008739711,0.02211464439316325,0.03263708519292894,0.043065196588301255,0.05470758842487197,0.06412656713087167,0.07340479397830892,0.08155567269452485,0.08722258131153361,0.0806705985245226,0.06334414425064852,0.05446686962281103,0.06163055944377892,0.07312551397878099,0.06437384885929213,0.0637610517851176,0.12074619767334432,0.21226393094872606,0.2757042114156737,0.3056061781934712,0.3255755880969272,0.34069033550540634,0.3530163382708238,0.362460705226863,0.3721331722362247,0.3807887518325748,0.3905712249729902,0.3963714100080025,0.40155838628666235,0.40792978092787036,0.4109497720708576,0.4148169652111489,0.4169420436308436,0.4198991197401429,0.4229003912792672,0.4258041739126651,0.4278153020866277,0.43047386960790995,0
0.008114209258462103,0.008230656252462417,0.008658951513046206,0.009142829488376318,0.010487581620047287,0.013870255095750702,0.018068503672302207,0.022299161118526596,0.026313134212986734,0.029504911070693862,0.03224322101106895,0.03342213677145681,0.029268044478064116,0.022595555465049204,0.019835604392481377,0.021336298654591874,0.024079867183550263,0.022122591191600705,0.02244998581933806,0.04034533023087147,0.09434983786092258,0.164394077344546,0.21228542497079672,0.24584078309736052,0.26908864158435364,0.28537323239102746,0.29771399612021404,0.30850349666482174,0.3191334099865449,0.33311956009752275,0.34258518186046866,0.3455438020579579,0.35184394409596265,0.3525356032505754,0.35014490067111265,0.34456902947175855,0.33963388805399986,0.3405757322051206,0.3426986203342224,0.342153488235055,0.3423113456031496,1
0.01332505394995856,0.01345840661625941,0.014933183400652814,0.018862455587322188,0.027924304362810178,0.03966812402798224,0.050189608005834586,0.06129276531288211,0.07120414170159599,0.08115609651840885,0.09028542754941316,0.09853607590247106,0.09789717822124701,0.08659342292778766,0.08078800832069019,0.09015121613850788,0.10442335561935373,0.0968862687594019,0.09780801602578355,0.1538066400497723,0.21437403193712612,0.24950928745761958,0.267512492386519,0.28273492139886874,0.2954153280914221,0.30660035037986644,0.3176952657684404,0.3273708242214709,0.3378691931644909,0.34722948075634014,0.355182019191625,0.3615127557154603,0.3692014797859764,0.37509611680544813,0.38031335882870654,0.3866290671919665,0.39100863939197533,0.3959119954566951,0.40157392928802127,0.40571079640433744,0.41051964514668526,0
0.004563259313614287,0.004848209740902155,0.0050892497061788685,0.0056034196818375214,0.006475659716565575,0.008753654540139977,0.011521492931424729,0.014533107468379436,0.017633990882157193,0.020308675598344282,0.022560079027423748,0.024128431548170036,0.021793281649027066,0.017301499623715834,0.015478033063058028,0.016892693031751276,0.01955937953846211,0.018104074457296667,0.018503425700000013,0.0342436980675099,0.07712764710064496,0.12867529205635692,0.1632291159250875,0.18770240133719462,0.20526534553162407,0.2193327590582084,0.2301334529439751,0.2408161587890576,0.2512440487159549,0.2638316349732441,0.273258010082723,0.27843651201719194,0.28659246326130194,0.2897904612389161,0.29155251953000066,0.2906844587661575,0.28958269619353966,0.2931865378095552,0.2976452260949881,0.29946646936052673,0.30181429254964504,1
0.023323315264143378,0.02176272988840698,0.021676823008158565,0.024923134052054177,0.03432278782830094,0.0500908979993937,0.06482639693562949,0.08082411865855678,0.09347530820885996,0.10446823996665956,0.1126273027230862,0.11721627423849991,0.10184420238246945,0.07385136736445037,0.0611254403617907,0.06745046376901434,0.07974042048816926,0.06711876138493554,0.06477891183065317,0.13183322405400566,0.2680346756587834,0.3798364322991886,0.4313245654533584,0.4622177434216432,0.48020500334727806,0.4931031983107565,0.500942879516468,0.5088080592628789,0.513228279316101,0.520646461610849,0.5229011660253007,0.5205035394932674,0.5205657779377434,0.5193508656457503,0.5167526168053885,0.5144108578414748,0.5104024042495972,0.5064053193215513,0.5041075296528972,0.5012384632132606,0.4994610863100394,0
0.004350728690353476,0.004545125463143047,0.004897536099617016,0.005140254540831392,0.005960904008973123,0.007575910563219853,0.009733762442560486,0.011896943148010153,0.014124487716494525,0.016101294475948155,0.017882884852157218,0.018823577785560826,0.017244813595391942,0.013995475687441314,0.013012339690129722,0.01373894301294601,0.015636031330589214,0.014785932022921089,0.015308513499321164,0.026523423338225285,0.05955324237194566,0.10488369520946683,0.1374597776463959,0.16196017371513532,0.17963012137712495,0.19342280325303118,0.20372285731015893,0.2144797199008131,0.22487138176815297,0.2388799763075085,0.2489912322064915,0.2543080074512968,0.26245767204900644,0.26580902640235743,0.26615366767843573,0.26307527944687353,0.26062941137163775,0.26479181817970493,0.26946467092915427,0.27135697005867604,0.27340612556590144,1
