R_400nm,R_410nm,R_420nm,R_430nm,R_440nm,R_450nm,R_460nm,R_470nm,R_480nm,R_490nm,R_500nm,R_510nm,R_520nm,R_530nm,R_540nm,R_550nm,R_560nm,R_570nm,R_580nm,R_590nm,R_600nm,R_610nm,R_620nm,R_630nm,R_640nm,R_650nm,R_660nm,R_670nm,R_680nm,R_690nm,R_700nm,R_710nm,R_720nm,R_730nm,R_740nm,R_750nm,R_760nm,R_770nm,R_780nm,R_790nm,R_800nm,hemangioma
0.011036926080575717,0.011193985870002017,0.012118815105535403,0.015448389112399711,0.023297488495884956,0.03377340965371248,0.043690202887797694,0.054543000023007396,0.06392134081916104,0.07300952943140619,0.08149323120191469,0.08888515807523227,0.08662388251935035,0.07397386236189155,0.06714054956049317,0.07550236335639518,0.08879516858818157,0.0807553674684009,0.08102738241271765,0.1365578150634545,0.20483998160826947,0.24408445431321316,0.2647935237123399,0.28018978675505957,0.29340498202562115,0.3049018510446371,0.31512507120514766,0.325009382189081,0.3343422566302129,0.3438892108930601,0.3525585284929905,0.3583562317276278,0.3654547564129539,0.37052452163237587,0.3765356507615627,0.3817273770395967,0.3865658510814728,0.3917252415157844,0.39583220967152233,0.40102875706634006,0.4053280644457417,0
0.004794369131966726,0.005074777688715182,0.005357556717819776,0.005728521032157067,0.006699543479268965,0.00832195026778582,0.01060153466040309,0.013220006951452132,0.015531324721017448,0.017786105978739974,0.019781608642889102,0.02082818380119608,0.01888832775656316,0.015230648354846043,0.01377149327212492,0.015026226702240311,0.0169528002437115,0.016005198118948714,0.016139298132812757,0.028586808688736996,0.06611444717639055,0.1162641925206414,0.15194671139999766,0.17854031091121567,0.19702304965031736,0.21201271583875606,0.22296746641426882,0.2336052836662869,0.24360131147996328,0.2577821469921049,0.26657411374927925,0.27132441080026753,0.2783905565142103,0.28188917762353155,0.2812057927347175,0.2785107800669408,0.27643517894592035,0.27894066817577695,0.28186317283930457,0.2830619461551841,0.2843684612169816,1
0.011831527586403798,0.011485076534280367,0.012328438865237101,0.014851220548417636,0.021920651209193613,0.032964143290298384,0.043631296602046094,0.05487862664385159,0.06441511574174354,0.07349621011545779,0.08128577028593663,0.0874456109323038,0.08238642309766091,0.06626721727946011,0.05814997383331939,0.06493833125833645,0.07657185582183074,0.06841878232309609,0.06813775203630353,0.12410872872706996,0.20728035286883748,0.261572096410286,0.2888939908237446,0.30720556299538165,0.3208684814638474,0.3341498379270837,0.34424348109978214,0.3540106685772739,0.3641876396151351,0.3732523807641722,0.38112493436943706,0.3860324374307915,0.3925695303223765,0.39636595552026693,0.4011846229375152,0.4057251787374233,0.40819856106192604,0.4119563254366309,0.415270480191288,0.41882992191838286,0.4218576121191516,0
0.003784335739175766,0.003958901171076437,0.004273228159216423,0.004647750616282299,0.005294542728727189,0.006631670250018866,0.008438764520974699,0.01055340339260142,0.012535101765287132,0.014632517672362054,0.016318354514760318,0.017366971066352255,0.015887170137664098,0.013295026587847066,0.012266474732455578,0.013230529494229495,0.014951565705605234,0.014155512720407576,0.014547639478998122,0.025618532033864508,0.05765986044071441,0.09974983717129673,0.1292420417345812,0.15214817701222622,0.1683086296497142,0.18153247795349098,0.19186206055629976,0.20277593038689265,0.21291840914874188,0.22483465261514812,0.2355344374619052,0.2407677180208824,0.24915561376209427,0.25324988873993026,0.25362649017768985,0.25272200430190617,0.25206392890702833,0.25591416452362115,0.2606040925738922,0.2630355528332654,0.2648070356160445,1
0.014207313781656477,0.01364583010945679,0.014058522544803921,0.016499972835656743,0.02337490021501782,0.03523436274592432,0.046765697306239286,0.05899450966149683,0.06912880976674673,0.0780895143327134,0.08564853121334688,0.09040737709622111,0.08121855409116197,0.06144036454860742,0.05202402520489993,0.05774536924450031,0.06848721952345604,0.05938546755390973,0.05823334063343293,0.1146199616570427,0.21944726984051105,0.3003453319567838,0.33943819390120433,0.3638195493752419,0.3810189173692367,0.39383107820178015,0.4039422586444925,0.4129540909154524,0.42189305256152787,0.43006026223483834,0.4367569654296595,0.439409685179792,0.4439268108037484,0.4458169116310968,0.44741294053565744,0.449187310495056,0.44897150476521314,0.4514524990451931,0.45203649974876625,0.45213039961521617,0.45335653534359166,0
0.005263078211436058,0.005552582321951667,0.005811015395166326,0.006342751724928823,0.007409102315199651,0.010108060798890687,0.013393899451124604,0.01694042469876107,0.020408988871453867,0.02341397405051876,0.025903870459302716,0.027278672439297727,0.02460454425269893,0.019390618254973683,0.01731639669411143,0.018617496384322214,0.021506033897403944,0.020005248540907922,0.020414280837450127,0.037546449281030805,0.08293944414966632,0.136522060048945,0.17180128205004716,0.19692855445236618,0.21486830674389676,0.22863453456789673,0.24016594035183678,0.25089216264547853,0.26192601211095,0.2742691468945917,0.2847043572786281,0.2900324318967381,0.29857694151329295,0.3022821456775839,0.3038253080559144,0.30170345800023773,0.30088360103602424,0.3045813961290594,0.3089203019730213,0.31136353445333653,0.313563779896233,1
0.011922332705179776,0.011939436215214278,0.01287801206743861,0.016124925325146356,0.023724268364223047,0.035005444309287585,0.04540382163629791,0.05644381195066118,0.06584643749897927,0.07497860655481893,0.08340641100173128,0.09056373403307603,0.08820682285437856,0.0752494457123811,0.06832196957862015,0.07626572325774708,0.0891181302085078,0.08124493152057309,0.08211340268163712,0.1370219580323646,0.20619965645678717,0.24781401079929005,0.26919130900207866,0.2858410107162011,0.2992830728421298,0.31130979542419857,0.32232701600694846,0.33173507877756103,0.34179865073271404,0.3517284363344235,0.3600052703875626,0.36658496098076837,0.37387229912999864,0.37951594212590956,0.384619805698014,0.3896878079718123,0.3939080257157118,0.39873717083754195,0.4038766048595435,0.40803923512521206,0.41208157116968297,0
0.016561091503988684,0.01624334805266238,0.01620269741340845,0.016647302657401875,0.018477885217652944,0.024705811174250983,0.03187033299605048,0.03897417664434632,0.044876341923516035,0.04847232198575998,0.050907572610804155,0.050841261853010876,0.04328433049658901,0.03297875505635203,0.027973230816034176,0.029445607519341412,0.03237346614747836,0.029715317421474152,0.029721539030496957,0.05150574137493866,0.11596548805433368,0.20200242975931523,0.259988170015713,0.3008818323726455,0.3258780256016285,0.3444995101204527,0.3567430816165307,0.36807723639145334,0.3795411728995052,0.3957186852540595,0.40718913380874794,0.4109565143168586,0.4188815615244581,0.4179442053869016,0.41033437921421284,0.3987921460671599,0.39031976468607954,0.3914732968857643,0.39556843331747454,0.3946268482960281,0.3929247585493038,1
0.02321412744034856,0.02257858798713541,0.02386360416038086,0.02970311440791063,0.044266714549388235,0.06301456558138913,0.07881583393798279,0.0946492193550133,0.10797875233373075,0.12039800375974224,0.13139796737634749,0.14017665459461862,0.13582350711673583,0.11672085110304965,0.10612965800412393,0.1170740205278421,0.13391779962906833,0.12287548470181046,0.12265810734201756,0.19418878814802026,0.27482862805362085,0.3178866919278731,0.33908111630250415,0.3543770317781009,0.36763008225096255,0.37829170093377845,0.38759941133837833,0.3966571824423292,0.40556902218473223,0.4140506255322248,0.4213332434163384,0.42734531079498667,0.4330739181673429,0.4374833706922974,0.44154700028145316,0.44639901847160085,0.4503890053720481,0.4546351929142705,0.45827761133439676,0.46204111862648956,0.4658208612255885,0
0.009710386407779029,0.009793196993374467,0.010030868016108039,0.010599476541456765,0.011909180681727013,0.015422295271312628,0.019720912153471964,0.024429057280308877,0.02826308668232997,0.03132689131449358,0.03294926587239097,0.03340231563404985,0.029203414286424433,0.023122718512263125,0.020276983327863613,0.021357094775449607,0.02346311857201082,0.02203913005818487,0.022277729115215434,0.03787091948532099,0.08451358899731504,0.14958261146075866,0.19598245921295396,0.2290164957318897,0.25151781030593046,0.2674030216221835,0.2791959657543857,0.2906365943343156,0.3032501002785087,0.3195438014191152,0.3318458042484289,0.3372645431526355,0.3456851589577388,0.3472328390543269,0.3427194915617099,0.33446989056919707,0.3287797522929612,0.33076463936157696,0.3367868077902565,0.3375548929113022,0.3369323642454582,1
